character,dialogue,episode,line
Luke,It is the name of your true self. You've only forgotten. I know there is good in you. The Emperor hasn't driven it from you fully. That is why you couldn't destroy me. That's why you won't bring me to your Emperor now.,6,480
Vader,I see you have constructed a new lightsaber.,6,481
Vader,"Your skills are complete. Indeed, you are powerful, as the Emperor has foreseen.",6,482
Luke,Come with me.,6,483
Vader,Obi-Wan once thought as you do.,6,484
Vader,You don't know the power of the dark side. I must obey my master.,6,485
Luke,I will not turn...and you'll be forced to kill me.,6,486
Vader,If that is your destiny.,6,487
Luke,"Search your feelings, father. You can't do this. I feel the conflict within you. Let go of your hate.",6,488
Vader,"It is too late for me, son. The Emperor will show you the true nature of the Force. He is your master now.",6,489
Luke,Then my father is truly dead.,6,490
Leia,The main entrance to the control bunker's on the far side of that landing platform. This isn't gonna be easy.,6,491
Han,"Hey, don't worry. Chewie and me got into a lot of places more heavily guarded than this.",6,492
Leia,What's he saying?,6,493
Threepio,He says there's a secret entrance on the other side of the ridge.,6,494
Lando,"Admiral, we're in position. All fighters accounted for.",6,495
Ackbar,Proceed with the countdown. All groups assume attack coordinates.,6,496
Lando,"Don't worry, my friends are down there. They'll have that shield down on time... or this'll be the shortest offensive of all time.",6,497
Ackbar,"All craft, prepare to jump to hyperspace on my mark.",6,498
Lando,All right. Stand by.,6,499
Han,"Back door, huh? Good idea.",6,500
Han,It's only a few guards. This shouldn't be too much trouble.,6,501
Leia,"Well, it only takes one to sound the alarm.",6,502
Han,Then we'll do it real quiet-like.,6,503
Threepio,"Oh! Oh, my. Uh, Princess Leia!",6,504
Leia,Quiet.,6,505
Threepio,I'm afraid our furry companion has gone and done something rather rash.,6,506
Leia,"Oh, no.",6,507
Han,There goes our surprise attack.,6,508
Scout,Look! Over there! Stop him!,6,509
Han,Not bad for a little furball. There's only one left. You stay here. We'll take care of this.,6,510
Threepio,I have decided that we shall stay here.,6,511
Emperor,"Welcome, young Skywalker. I have been expecting you.",6,512
Emperor,You no longer need those.,6,513
Emperor,"Guards, leave us.",6,514
Emperor,I'm looking forward to completing your training. In time you will call me Master.,6,515
Luke,You're gravely mistaken. You won't convert me as you did my father.,6,516
Emperor,"Oh, no, my young Jedi. You will find that it is you who are mistaken...about a great many things.",6,517
Vader,His lightsaber.,6,518
Emperor,"Ah, yes, a Jedi's weapon. Much like your father's. By now you must know your father can never be turned from the dark side. So will it be with you.",6,519
Luke,You're wrong. Soon I'll be dead...and you with me.,6,520
Emperor,Perhaps you refer to the imminent attack of your Rebel fleet.,6,521
Emperor,Yes...I assure you we are quite safe from your friends here.,6,522
Luke,Your overconfidence is your weakness.,6,523
Emperor,Your faith in your friends is yours.,6,524
Vader,"It is pointless to resist, my son.",6,525
Emperor,Everything that has transpired has done so according to my design.  Your friends up there on the Sanctuary Moon...,6,526
Emperor,...are walking into a trap. As is your Rebel fleet! It was I who allowed the Alliance to know the location of the shield generator. It is quite safe from your pitiful little band. An entire legion of my best troops awaits them.,6,527
Emperor,Oh...I'm afraid the deflector shield will be quite operational when your friends arrive.,6,528
Han,"All right! Up! Move! Come on! Quickly! Quickly, Chewie.",6,529
Leia,Han! Hurry! The fleet will be here any moment.,6,530
Han,"Charges!  Come on, come on!",6,531
Threepio,"Oh, my! They'll be captured!",6,532
Threepio,"Wa-wait! Wait, come back! Artoo, stay with me.",6,533
Commander,Freeze! You Rebel scum.,6,534
Lando,All wings report in.,6,535
Wedge,Red Leader standing by.,6,536
Gray Leader,Gray Leader standing by.,6,537
Green Leader,Green Leader standing by.,6,538
Wedge,Lock S-foils in attack positions.,6,539
Ackbar,May the Force be with us.,6,540
Lando,"We've got to be able to get some kind of a reading on that shield, up or down. Well, how could they be jamming us if they don't know if we're coming.",6,541
Lando,Break off the attack! The shield is still up.,6,542
Red Leader,I get no reading. Are you sure?,6,543
Lando,Pull up! All craft pull up!,6,544
Ackbar,"Take evasive action! Green Group, stick close to holding sector MV-7.",6,545
Controller,"Admiral, we have enemy ships in sector 47.",6,546
Ackbar,It's a trap!,6,547
Lando,Fighters coming in.,6,548
Rebel Pilot,There's too many of them!,6,549
Lando,Accelerate to attack speed! Draw their fire away from the cruisers.,6,550
Wedge,"Copy, Gold Leader.",6,551
Emperor,"Come, boy. See for yourself.",6,552
Emperor,"From here you will witness the final destruction of the Alliance, and the end of your insignificant Rebellion.",6,553
Emperor,"You want this, don't you? The hate is swelling in you now. Take your Jedi weapon. Use it. I am unarmed. Strike me down with it. Give in to your anger. With each passing moment, you make yourself more my servant.",6,554
Luke,No!,6,555
Emperor,"It is unavoidable. It is your destiny. You, like your father, are now mine!",6,556
Stormtrooper,"All right, move it! I said move it! Go on!",6,557
Threepio,"Hello! I say, over there! Were you looking for me?",6,558
Bunker Commander,Bring those two down here!,6,559
Stormtrooper,Let's go!,6,560
Threepio,"Well, they're on their way. Artoo, are you sure this was a good idea?",6,561
Stormtrooper,Freeze! Don't move!,6,562
Threepio,We surrender.,6,563
Threepio,"Ohhh! Stand back, Artoo.",6,564
Leia,The code's changed. We need Artoo!,6,565
Han,Here's the terminal.,6,566
Leia,"Artoo, where are you? We need you at the bunker right away.",6,567
Threepio,"Going? What do you mean, you're going. But-- but going where, Artoo? No, what! Artoo! Oh, this is no time for heroics. Come back!",6,568
Lando,"Watch yourself, Wedge! Three from above!",6,569
Wedge,"Red Three, Red Two, pull in!",6,570
Red Two,Got it!,6,571
Red Three,"Three of them coming in, twenty degrees!",6,572
Wedge,Cut to the left! I'll take the leader! They're heading for the medical frigate.,6,573
Navigator,Pressure's steady.,6,574
Lando,Only the fighters are attacking.  I wonder what those Star Destroyers are waiting for.,6,575
Commander,"We're in attack position now, sir.",6,576
Piett,Hold here.,6,577
Commander,We're not going to attack?,6,578
Piett,I have my orders from the Emperor himself. He has something special planned for them. We only need to keep them from escaping.,6,579
Emperor,"As you can see, my young apprentice, your friends have failed. Now witness the firepower of this fully armed and operational battle station.  Fire at will, Commander.",6,580
Jerjerrod,Fire!,6,581
Lando,"That blast came from the Death Star! That thing's operational!  Home One, this is Gold Leader.",6,582
Ackbar,We saw it. All craft prepare to retreat.,6,583
Lando,"You won't get another chance at this, Admiral.",6,584
Ackbar,"We have no choice, General Calrissian. Our cruisers can't repel firepower of that magnitude.",6,585
Lando,Han will have that shield down. We've got to give him more time.,6,586
Threepio,We're coming!,6,587
Han,Come on! Come on!,6,588
Threepio,"Oh, Artoo, hurry!",6,589
Threepio,"My goodness! Artoo, why did you have to be so brave?",6,590
Han,"Well, I suppose I could hotwire this thing.",6,591
Leia,I'll cover you.,6,592
Lando,Yes! I said closer! Move as close as you can and engage those Star Destroyers at point- blank range.,6,593
Ackbar,"At that close range, we won't last long against those Star Destroyers.",6,594
Lando,We'll last longer then we will against that Death Star...and we might just take a few of them with us.,6,595
Rebel Pilot,She's gonna blow!,6,596
Y-Wing Pilot,I'm hit!,6,597
Emperor,"Your fleet has lost. And your friends on the Endor moon will not survive. There is no escape, my young apprentice. The Alliance will die...as will your friends.",6,598
Emperor,"Good. I can feel your anger. I am defenseless.  Take your weapon! Strike me down with all your hatred, and your journey towards the dark side will be complete.",6,599
Walker Pilot #1,Look!,6,600
Pilot #2,Get him off of there!,6,601
Han,I think I got it. I got it!,6,602
Threepio,"Oh, Princess Leia, are you all right?",6,603
Han,Let's see.,6,604
Leia,It's not bad.,6,605
Stormtrooper,Freeze!,6,606
Threepio,"Oh, dear.",6,607
Stormtrooper,Don't move!,6,608
Han,I love you.,6,609
Leia,I know.,6,610
Stormtrooper,Hands up! Stand up!,6,611
Han,Stay back.,6,612
Han,"Chewie!  Get down here!  She's wounded!  No, wait....  I got an idea.",6,613
Emperor,"Good.  Use your aggressive feelings, boy!  Let the hate flow through you.",6,614
Vader,Obi-Wan has taught you well.,6,615
Luke,"I will not fight you, father.",6,616
Vader,You are unwise to lower your defenses.,6,617
Luke,"Your thoughts betray you, father. I feel the good in you...the conflict.",6,618
Vader,There is no conflict.,6,619
Luke,"You couldn't bring yourself to kill me before, and I don't believe you'll destroy me now.",6,620
Vader,"You underestimate the power of the dark side. If you will not fight, then you will meet your destiny.",6,621
Emperor,Good.  Good.,6,622
Lando,Watch out. Squad at .06.,6,623
Rebel Pilot,"I'm on it, Gold Leader.",6,624
Wedge,"Good shot, Red Two.",6,625
Lando,"Now...come on, Han, old buddy. Don't let me down.",6,626
Han/Pilot,"It's over, Commander. The Rebels have been routed. They're fleeing into the woods. We need reinforcements to continue the pursuit.",6,627
Control Room Commander,Send three squads to help. Open the back door.,6,628
Second Commander,"Yes, sir.",6,629
Han,Throw me another charge.,6,630
Vader,"You cannot hide forever, Luke.",6,631
Luke,I will not fight you.,6,632
Vader,"Give yourself to the dark side. It is the only way you can save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for...",6,633
Vader,"Sister! So...you have a twin sister. Your feelings have now betrayed her, too. Obi-Wan was wise to hide her from me. Now his failure is complete. If you will not turn to the dark side, then perhaps she will.",6,634
Luke,Never-r-r!,6,635
Emperor,"Good! Your hate has made you powerful. Now, fulfill your destiny and take your father's place at my side!",6,636
Luke,"Never! I'll never turn to the dark side. You've failed, Your Highness. I am a Jedi, like my father before me.",6,637
Emperor,So be it...Jedi.,6,638
Han,Move! Move!,6,639
Ackbar,The shield is down! Commence attack on the Death Star's main reactor.,6,640
Lando,"We're on our way. Red Group, Gold Group, all fighters follow me.  Told you they'd do it!",6,641
Emperor,"If you will not be turned, you will be destroyed.",6,642
Emperor,"Young fool...only now, at the end, do you understand.",6,643
Emperor,Your feeble skills are no match for the power of the dark side. You have paid the price for your lack of vision.,6,644
Luke,"Father, please. Help me.",6,645
Emperor,"Now, young Skywalker...you will die.",6,646
Wedge,I'm going in.,6,647
Lando,Here goes nothing.,6,648
Lando,Now lock onto the strongest power source. It should be the power generator.,6,649
Wedge,Form up. And stay alert. We could run out of space real fast.,6,650
Lando,Split up and head back to the surface. See if you can get a few of those TIE fighters to follow you.,6,651
Pilot,"Copy, Gold Leader.",6,652
Lando,That was too close.,6,653
Ackbar,We've got to give those fighters more time. Concentrate all fire on that Super Star Destroyer.,6,654
Controller,"Sir, we've lost our bridge deflector shield.",6,655
Piett,Intensify the forward batteries. I don't want anything to get through.,6,656
Piett,Intensify forward firepower!,6,657
Commander,It's too late!,6,658
Vader,"Luke, help me take this mask off.",6,659
Lure,But you'll die.,6,660
Vader,Nothing can stop that now. Just for once... let me look on you with my own eyes.,6,661
Anakin,"Now...go, my son. Leave me.",6,662
Luke,No. You're coming with me. I can't leave you here. I've got to save you.,6,663
Anakin,"You already have, Luke. You were right about me. Tell your sister...you were right.",6,664
Luke,Father... I won't leave you.,6,665
Wedge,There it is!,6,666
Lando,"All right, Wedge. Go for the power regulator on the north tower.",6,667
Wedge,"Copy, Gold Leader. I'm already on my way out.",6,668
Ackbar,Move the fleet away from the Death Star.,6,669
Lando,"Wedge, I don't think we're going to make it.",6,670
Wedge,You'll make it. Just follow me Gold Leader.,6,671
Lando,I promised to return his ship without a scratch...I sure hope that old pirate forgives me.,6,672
Han,Lando...,6,673
Threepio,They did it!,6,674
